x y r b
377 , 51 , 10 , 96
435 , 175 , 10 , 106
455 , 409 , 10 , 98
559 , 483 , 10 , 94
595 , 19 , 10 , 90
325 , 327 , 9 , 106
427 , 375 , 9 , 102
443 , 341 , 9 , 104
479 , 249 , 9 , 107
517 , 13 , 8 , 97
61 , 483 , 10 , 48
265 , 151 , 10 , 96
295 , 209 , 10 , 101
373 , 305 , 10 , 112
479 , 445 , 10 , 98
255 , 525 , 8 , 78
