x y r b
385 , 353 , 10 , 105
465 , 195 , 10 , 101
537 , 5 , 10 , 94
571 , 471 , 9 , 82
145 , 531 , 9 , 55
303 , 185 , 9 , 105
407 , 87 , 9 , 101
537 , 29 , 9 , 95
343 , 563 , 8 , 71
151 , 3 , 10 , 67
535 , 433 , 10 , 90
541 , 257 , 10 , 93
429 , 321 , 8 , 102
489 , 397 , 10 , 96
489 , 191 , 9 , 99
505 , 355 , 9 , 97
